date,text,name,label,Segment,WC,WPS,Sixltr,Dic,funct,pronoun,ppron,i,we,you,shehe,they,ipron,article,verb,auxverb,past,present,future,adverb,preps,conj,negate,quant,number,swear,social,family,friend,humans,affect,posemo,negemo,anx,anger,sad,cogmech,insight,cause,discrep,tentat,certain,inhib,incl,excl,percept,see,hear,feel,bio,body,health,sexual,ingest,relativ,motion,space,time,work,achieve,leisure,home,money,relig,death,assent,nonfl,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP,Emoji
2017-01-04,city dead end another lost highway,stair twitter archive,1,1,6,6,33.33,83.33,16.67,0,0,0,0,0,0,0,0,0,16.67,0,16.67,0,0,0,0,0,0,16.67,0,0,0,0,0,0,16.67,0,16.67,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,16.67,16.67,0,16.67,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998-04-10,hate fucking world much god damn fuckers it many thoughts different societies wrapped together fucking place called america everyone god damn opinions every god damn thing may saying well makes different something v have self awareness call existentialism whatever fuck want know world everyone else is learn caused civil war simplify quadratics school watching people know think act talk actions people said brave courageous usually stupid say later purpose cause brave fucking accident god everything corrupt filled opinions points view people s little agendas schedules isn t world anymore it s hoe one knows it self awareness wonderful thing know die soon everyone else maybe lucky comet smash us back day 1 people say immoral follow others say leader well fuckin news flash stupid shits everyone follower everyone says aren t followers,Eric Harris,1,1,132,132,30.3,79.55,23.48,11.36,0.76,0,0.76,0,0,0,10.61,0,11.36,2.27,1.52,9.09,0.76,4.55,0,0,0,4.55,1.52,7.58,17.42,0,0,5.3,16.67,5.3,11.36,0,10.61,0,17.42,6.82,3.79,0.76,3.79,1.52,0,0,0.76,6.06,1.52,4.55,0,5.3,0.76,0,4.55,0,13.64,3.79,4.55,5.3,2.27,1.52,0,0,0,3.79,1.52,0,1.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-11-08,bleys thanks uplifting message feel ease reading post really looking for thanks,Jeffrey Weise,1,1,12,12,33.33,83.33,16.67,0,0,0,0,0,0,0,0,0,25,0,0,25,0,8.33,8.33,0,0,0,0,0,8.33,0,0,0,25,25,0,0,0,0,16.67,8.33,0,0,0,0,0,0,8.33,16.67,8.33,0,8.33,0,0,0,0,0,8.33,0,0,0,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-09-22,humans the worthless insignificant filth inhabit putrid planet earth andrew blaze egs egstapes,stair twitter archive,1,1,13,13,30.77,23.08,7.69,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,7.69,7.69,0,7.69,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-10-08,want normal would destroy are,stair twitter archive,1,1,5,5,20,100,40,0,0,0,0,0,0,0,0,0,60,40,0,40,20,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0,20,0,60,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-11-01,reminds jeff weise can't believe almost 10 years since guy shit guy went fucked life shame nobody helped get pit darkness mind in i' nw nm farmington friends antiscocial neet,William Atchison,1,1,30,30,20,66.67,16.67,6.67,3.33,3.33,0,0,0,0,3.33,0,20,3.33,10,10,0,0,6.67,0,6.67,0,3.33,6.67,10,0,3.33,6.67,13.33,3.33,10,3.33,6.67,0,13.33,3.33,3.33,0,3.33,0,0,0,0,0,0,0,0,10,3.33,3.33,3.33,0,10,3.33,3.33,3.33,0,0,0,0,0,0,0,0,0,0,6.67,0,0,0,0,0,0,0,0,6.67,0,0,0
NaN,start throwing first wave crickets then light them throw far can first wave starts go chaos begins v opens fire start lobin firebombs open fire v starts lobin crickets go upstairs go classroom pick fuckers will still hijack awesome car drive neighborhood choice start torching houses molotov cocktails time cops us start kill to use bombs fire bombs anything fucking kill damage much fucking can comes time trapped absolutely way out eat crickets along ton chlorine deadly gas die anyone close us figured art time bombs hand set hundreds around houses roads bridges buildings gas stations anything cause damage chaos ever seen first clips violence invasion usa youll know im talkin about itll like la riots oklahoma bombing wwii vietnam duke doom mixed together maybe even start little rebelion revolution flick,Eric Harris,1,1,131,131,25.19,67.18,22.14,6.87,3.82,0.76,1.53,0.76,0,0.76,3.05,0,16.03,4.58,0.76,12.98,2.29,5.34,3.82,0.76,0,1.53,3.05,2.29,4.58,0,0.76,0,7.63,0.76,6.87,0,4.58,2.29,12.98,2.29,2.29,0,3.05,1.53,0,3.82,0,4.58,0.76,0,3.05,4.58,0.76,0,2.29,1.53,27.48,6.11,6.87,12.98,0.76,2.29,1.53,2.29,0,0.76,2.29,1.53,0,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-10-28,average age people robert hawkins shot 49 seem getting back kids redundantly pumped up kicks song really based him pretty terrible job making relevant compare something like like mondays let alone omaha shopping mall blues,Adam Lanza,1,1,35,35,28.57,68.57,17.14,5.71,2.86,0,0,0,2.86,0,2.86,0,5.71,2.86,0,2.86,0,5.71,2.86,0,0,0,2.86,0,8.57,0,0,5.71,8.57,2.86,5.71,0,0,2.86,17.14,2.86,5.71,0,8.57,0,0,0,5.71,5.71,2.86,2.86,0,0,0,0,0,0,11.43,0,2.86,8.57,2.86,0,8.57,0,2.86,0,0,0,0,5.71,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-09-12,uh oh behave aggressively coerce behaving way consistent fulfillment values,Adam Lanza,1,1,10,10,40,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NaN,life entered world weighing 5 4 pounds parents must filled happiness pride day witnessed birth first child named elliot oliver robertson rodger born young parents father peter rodger 26 impregnated mother chin 30 peter british descent hailing prestigious rodger family family part wealthy upper classes lost fortune great depression father s father george rodger renowned photojournalist taken famous photographs second world war though failed reacquire family s lost fortune mother chinese descent born malaysia moved england young age work nurse several film sets became friends important individuals film industry including george lucas steven spielberg even dated george lucas short time mother father married couple years mother became pregnant me fact pregnancy accident taking pills prevent pregnancy visited father one film sets fell ill medication took illness thwarted effect anti pregnancy pills lovemaking period resulted life,Elliot Rodger,1,1,135,135,33.33,68.89,8.89,0.74,0.74,0.74,0,0,0,0,0,0,7.41,2.22,5.93,0.74,0.74,1.48,0,0.74,0,2.22,5.19,0,14.07,11.11,0.74,1.48,8.15,4.44,3.7,0,0.74,2.96,5.93,2.22,1.48,0.74,0,1.48,0.74,0.74,0,0,0,0,0,9.63,0,8.89,2.96,0.74,16.3,4.44,2.96,8.89,2.96,5.93,4.44,2.22,2.22,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-05-21,ahahahahahahahaha oh fucking goddess xd wow hahahahaha oh oh man holy oh wow just wow,stair twitter archive,1,1,15,15,26.67,80,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,0,0,0,0,0,6.67,6.67,0,0,6.67,33.33,26.67,6.67,0,6.67,0,6.67,0,0,0,0,0,0,0,6.67,0,0,0,0,6.67,0,0,6.67,0,0,0,0,0,0,0,0,0,0,6.67,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-02-06,thanks ne cunts,stair twitter archive,1,1,3,3,0,66.67,0,0,0,0,0,0,0,0,0,0,33.33,0,0,33.33,0,0,0,0,0,0,0,33.33,0,0,0,0,66.67,33.33,33.33,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-02-06,rt atlanta's going able sleep month superbowl,stair twitter archive,1,1,7,7,28.57,71.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,14.29,0,0,0,28.57,14.29,0,14.29,0,28.57,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,14.29,0,0,0
2017-03-20,aww cute what's background looks like person xd,stair twitter archive,1,1,8,8,12.5,62.5,12.5,12.5,0,0,0,0,0,0,12.5,0,25,12.5,0,25,0,0,0,0,0,0,0,0,12.5,0,0,12.5,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,0,0,0,0,0,0,12.5,0,0,0
2014-12-30,havnt menitned im gonna comit mascre aginst u nthe year 2286,William Atchison,1,1,11,11,9.09,36.36,9.09,9.09,9.09,9.09,0,0,0,0,0,0,18.18,18.18,0,9.09,9.09,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-02-10,have seen new video check my life over,stair twitter archive,1,1,8,8,0,100,37.5,12.5,12.5,12.5,0,0,0,0,0,0,25,12.5,12.5,12.5,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,12.5,0,12.5,0,0,25,0,12.5,12.5,0,0,12.5,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-05-10,whoever invented multi tracking vocals voice overs fucking love you love using tricks makes voice explode,stair twitter archive,1,1,16,16,31.25,56.25,6.25,6.25,6.25,0,0,6.25,0,0,0,0,25,0,0,25,0,0,0,0,0,0,0,6.25,18.75,0,0,0,25,12.5,12.5,0,12.5,0,12.5,0,12.5,0,0,0,0,0,0,12.5,0,12.5,0,18.75,0,0,18.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NaN,flesh deserve it males deserve taking females away me females deserve choosing males instead me ever since seventeen often fantasized becoming powerful inflicting suffering upon everyone wronged past never thought would actually it point going much suffering injustice innocence swept away world cruel me molded become strong enough actually capability returning cruelness world never violent person nature building much hatred years realized wouldn t hesitate kill even torture hated enemies given opportunity spent next five days room trying forget horrific experiences go through even room couldn t escape reminded worthlessness every time looked window courtyard saw young people socializing obnoxious drunk boys chatting pretty girls wondered great panic would sex together night often fantasized barging rooms sex slashing death knife knew it july 12th countdown internet homepage,Elliot Rodger,1,1,127,127,37.8,83.46,25.2,5.51,2.36,2.36,0,0,0,0,3.15,0,11.02,3.15,6.3,2.36,1.57,6.3,3.94,0,1.57,3.15,2.36,0,9.45,0,0,6.3,16.54,3.94,12.6,2.36,7.09,2.36,14.96,5.51,0.79,1.57,3.94,3.15,1.57,0,0,2.36,1.57,0,0,3.15,0.79,0,1.57,0.79,19.69,1.57,7.87,9.45,0,3.94,3.15,3.15,0.79,0,1.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-12-14,eric harris dylan klebold killed hundreds,stair twitter archive,1,1,6,6,33.33,33.33,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,16.67,0,16.67,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-12-01,trying keep busy tonight happy early christmas,stair twitter archive,1,1,7,7,28.57,100,0,0,0,0,0,0,0,0,0,0,14.29,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,14.29,14.29,0,0,0,0,14.29,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,57.14,0,0,57.14,14.29,14.29,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NaN,insisted bringing georgia mother probably looking forward two months without children look after decision made plans set already plane ticket ready me going morocco bet knew would protest going told last minute last day mother s week day would depart mother took sister barbeque house friends alan rebecca sad whole day didn t anything barbeque except swing swing misery got home played wow last time took advantage hours left it mother allowed stay midnight playing acquired nice piece armor character didn t want leave it arrived father s house next day heard even upsetting news father work first weeks summer would joining us middle trip soumaya taking us morocco always hated traveling soumaya made everything difficult baby jazz coming along us course stress looking whelping baby traveling put soumaya bad mood happy,Elliot Rodger,1,1,132,132,27.27,81.06,15.91,6.06,3.03,0.76,2.27,0,0,0,3.03,0,12.88,2.27,8.33,2.27,2.27,1.52,3.03,0,0.76,1.52,1.52,0,12.88,5.3,0.76,2.27,12.88,6.06,6.06,2.27,1.52,1.52,13.64,1.52,2.27,3.03,2.27,1.52,0,0.76,1.52,3.03,2.27,0.76,0,0,0,0,0,0,28.03,10.61,2.27,15.15,1.52,3.79,4.55,2.27,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-12-11,NaN,stair twitter archive,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-15,i'm way,stair twitter archive,1,1,2,2,0,100,50,50,50,50,0,0,0,0,0,0,50,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,50,0,0,0
2011-08-29,that's ridiculous according lola old acolumbinesite guestbook eric's spirit waiting impregnated parents give birth again,Adam Lanza,1,1,15,15,46.67,66.67,13.33,6.67,0,0,0,0,0,0,6.67,0,13.33,6.67,0,13.33,0,6.67,0,0,0,0,0,0,20,6.67,6.67,0,6.67,0,6.67,0,6.67,0,6.67,0,0,0,0,0,6.67,0,0,0,0,0,0,0,0,0,0,0,20,0,0,20,0,0,0,0,0,6.67,0,0,0,0,13.33,0,0,0,0,0,0,0,0,13.33,0,0,0
2016-12-06,know but living need eventually let things go we're together we're happy that's matters they'll see one day,stair twitter archive,1,1,18,18,16.67,100,50,27.78,16.67,0,11.11,0,0,5.56,11.11,0,50,16.67,0,38.89,5.56,5.56,0,5.56,0,0,5.56,0,16.67,0,0,0,5.56,5.56,0,0,0,0,22.22,5.56,0,5.56,0,0,0,0,5.56,5.56,5.56,0,0,5.56,0,5.56,0,0,22.22,5.56,5.56,11.11,0,0,0,0,0,0,0,0,0,0,22.22,0,0,0,0,0,0,0,0,22.22,0,0,0
NaN,free know hate people think forecast weather think everyone else think cool said gonna 4 foot blizzard starting today like day punk know saying yeah tomorrow gonna get like 2 feet snow hours saying gonna biggest snow ten years yeah itll 60 outside too day get inch snow 26 out feel like getting baseball bat breaking head stabbing broken end know hate country music know love zippo lighters know hate people say wrestling real now im talking matches like hulk hogan undertaker think matches arent faked guys really punching breaking arms please mail me would love know live bomb fucking house actually break arms know hate young smokers think god damn cool big bad ciggarettes so cool attitude cant wait 25 breathe fucking necks talk computer hooked x vocal cords know,Eric Harris,1,1,131,131,22.14,75.57,12.21,3.05,1.53,1.53,0,0,0,0,1.53,0,24.43,6.11,0.76,19.85,3.82,3.82,1.53,0.76,1.53,0.76,4.58,2.29,9.92,0,0,2.29,11.45,5.34,6.11,0,5.34,0,14.5,10.69,0,0.76,0,0.76,0.76,0.76,0.76,6.87,0,3.82,3.05,8.4,4.58,0,3.05,0.76,12.98,0,4.58,7.63,0.76,0,1.53,0.76,0.76,1.53,0,3.82,0,3.05,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-11-01,self delusion life cannot anything suffering,Adam Lanza,1,1,6,6,50,83.33,33.33,16.67,0,0,0,0,0,0,16.67,0,16.67,16.67,0,16.67,0,0,0,0,16.67,0,0,0,16.67,0,0,16.67,16.67,0,16.67,0,0,16.67,16.67,0,0,0,16.67,0,0,0,0,0,0,0,0,16.67,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-04-21,half space car seat full doritos taco remnants,stair twitter archive,1,1,8,8,25,50,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.5,12.5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-03-16,i'm cold chill runs spine darkest corners rooms darkness vivid dreams,stair twitter archive,1,1,11,11,27.27,72.73,9.09,9.09,9.09,9.09,0,0,0,0,0,0,9.09,9.09,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.18,9.09,0,9.09,9.09,9.09,0,0,0,27.27,9.09,18.18,0,0,0,9.09,9.09,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,9.09,0,0,0
2011-08-28,directed toward ellesieg must admit pictures make swoon,Adam Lanza,1,1,8,8,37.5,50,25,0,0,0,0,0,0,0,0,0,37.5,12.5,0,25,12.5,0,12.5,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,37.5,12.5,12.5,12.5,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-01,women say want intelligent friendly supportive sophisticated guys instead fucking nerds always go dumbass roidmonkey jackass mountain dew shirts trucker hats wonder gets abused rammed discarded deserve jack shit point go back making nothing property chance take care look ended up hahahahahaha,William Atchison,1,1,42,42,38.1,71.43,9.52,0,0,0,0,0,0,0,0,0,21.43,0,2.38,19.05,0,4.76,2.38,0,2.38,0,0,7.14,9.52,0,2.38,4.76,23.81,11.9,11.9,0,9.52,0,11.9,2.38,2.38,2.38,4.76,2.38,0,0,0,4.76,2.38,2.38,0,7.14,4.76,0,2.38,0,16.67,4.76,4.76,7.14,0,0,0,0,0,0,0,2.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-04-21,date one hug one kiss one screw one,stair twitter archive,1,1,8,8,0,100,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,12.5,0,0,0,0,37.5,25,12.5,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.5,0,0,37.5,0,12.5,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-05-12,rt putting side side can't explain happy whole thing makes,stair twitter archive,1,1,10,10,20,90,30,10,0,0,0,0,0,0,10,0,30,10,0,30,0,0,0,0,10,10,0,0,10,0,0,0,10,10,0,0,0,0,20,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,10,20,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0
NaN,try impress trying brag militaries weapons now might seem wierd happened like this dude came new chemical destroy denver using cubic inch it military keeping locked gets close water explode force would create cresent earth man yeah right bullshit like this dude air force tracked santa clause like 10 years now real man cover up the air force made plane bend light man completely invisible now shit i ve heard makes sick arent even frickin military know anyone even true like would know it gawd hate people know else hate people think martial arts experts cocky thinkm big bad saying bullshit like yeah snap fingers right sound waves melt brain youll die brain poring earn if flick someone right arteries burst drown blood freakin hate keep sayin your own like would someone,Eric Harris,1,1,132,132,18.18,73.48,19.7,7.58,2.27,0.76,0,1.52,0,0,5.3,0.76,17.42,4.55,3.03,10.61,3.79,4.55,0.76,0.76,0.76,1.52,0.76,0.76,9.85,0,0,3.79,8.33,2.27,6.06,0,4.55,0,20.45,3.79,5.3,3.03,4.55,2.27,1.52,1.52,0.76,4.55,0,3.03,0.76,6.06,4.55,0.76,0,0.76,12.12,0.76,7.58,3.79,0.76,3.03,0.76,0,0,0,1.52,1.52,0,4.55,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-03-25,rt vine compilations officially number one cause cancer humans,stair twitter archive,1,1,9,9,22.22,55.56,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,11.11,0,0,11.11,11.11,0,11.11,0,0,0,11.11,0,11.11,0,0,0,0,0,0,0,0,0,0,22.22,0,22.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-03-13,hate world fucking men earth deserve women mood fuck music cradle filth nymphetamine,Kimveer Gill,1,1,13,13,23.08,61.54,0,0,0,0,0,0,0,0,0,0,15.38,0,0,15.38,0,0,0,0,0,0,0,15.38,15.38,0,0,15.38,30.77,0,23.08,0,23.08,0,0,0,0,0,0,0,0,0,0,7.69,0,7.69,0,15.38,0,0,15.38,0,7.69,0,7.69,0,0,0,7.69,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-04-20,knives get along well i three surgeries accidentally cutting tendon half one,stair twitter archive,1,1,12,12,25,75,50,8.33,8.33,8.33,0,0,0,0,0,0,8.33,0,0,8.33,0,8.33,8.33,0,0,0,25,0,0,0,0,0,8.33,8.33,0,0,0,0,8.33,0,0,0,0,0,0,8.33,0,0,0,0,0,16.67,8.33,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-02-16,i've always half full half empty like either one end time,stair twitter archive,1,1,11,11,0,100,54.55,9.09,9.09,9.09,0,0,0,0,0,0,9.09,9.09,0,9.09,0,0,0,0,0,18.18,27.27,0,0,0,0,0,9.09,0,9.09,0,0,9.09,18.18,0,0,0,0,9.09,0,0,9.09,0,0,0,0,0,0,0,0,0,45.45,0,18.18,27.27,0,0,0,0,0,0,0,0,0,9.09,9.09,0,0,0,0,0,0,0,0,9.09,0,0,0
2016-11-11,ohoh mackenzie eye squisshhy,stair twitter archive,1,1,4,4,50,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-12-16,westborough high how's going still blood stains classrooms,stair twitter archive,1,1,8,8,25,87.5,12.5,0,0,0,0,0,0,0,0,0,12.5,0,0,12.5,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,12.5,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,0,50,12.5,25,12.5,12.5,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,12.5,0,0,0
2015-01-01,homicide indeed halvened crack cocaine epidemic era violent crimes overall except most likely warzones like chi raq detroit however mass shooting mass murder incidents sharply risen since columbine significant massacre 6 dead usually triggers extreme shockwaves culturally lot gun owners buy much fucking ammo possible causing hikes prices original post simply warning future gun owners weary tragedies occur much frequently thick storm edge engulfed area chances lightning striking significantly higher now,William Atchison,1,1,71,71,45.07,67.61,15.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.04,2.82,1.41,0,7.04,1.41,1.41,4.23,0,0,0,8.45,1.41,7.04,0,4.23,1.41,15.49,0,4.23,0,8.45,1.41,0,0,1.41,4.23,0,0,4.23,2.82,0,1.41,1.41,0,21.13,2.82,8.45,8.45,0,0,1.41,0,2.82,0,5.63,0,0,1.41,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-09,ripamerica it'll take entire century recover this election2016,stair twitter archive,1,1,8,8,50,87.5,37.5,25,0,0,0,0,0,0,25,0,25,12.5,0,12.5,12.5,0,0,0,0,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,12.5,0,12.5,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,12.5,0,0,0
2011-08-24,robert hawkins's shooting westroads mall overshadowed it,Adam Lanza,1,1,7,7,57.14,42.86,14.29,14.29,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,14.29,0,0,0,14.29,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,14.29,0,0,0
2017-03-20,nothing save recruiter ghost makes visible except another eternal squad fighting steal soul,stair twitter archive,1,1,13,13,46.15,84.62,23.08,0,0,0,0,0,0,0,0,0,7.69,0,0,7.69,0,0,7.69,0,7.69,7.69,0,0,7.69,0,0,0,23.08,7.69,15.38,0,7.69,0,23.08,0,7.69,0,0,0,7.69,0,7.69,0,0,0,0,0,0,0,0,0,7.69,0,0,7.69,7.69,0,0,0,0,7.69,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-12-23,oh goddess i remember this cute iffy singing o_0,stair twitter archive,1,1,9,9,33.33,77.78,22.22,22.22,11.11,11.11,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,11.11,11.11,0,0,0,0,11.11,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,11.11,0,0,11.11,0,0,0,0,0,0,0,0,0,0,11.11,0
NaN,don t want like anyone almost impossible,Eric Harris,1,1,7,7,14.29,71.43,14.29,14.29,0,0,0,0,0,0,14.29,0,14.29,0,0,14.29,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,57.14,0,0,28.57,28.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-01-20,rt waiting eagerly something historically bad happen inauguration,stair twitter archive,1,1,8,8,62.5,75,12.5,12.5,0,0,0,0,0,0,12.5,0,12.5,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,25,12.5,12.5,0,0,0,25,0,0,0,12.5,0,12.5,0,12.5,0,0,0,0,0,0,0,0,0,12.5,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-12-13,plan 5th hours starts 1214 would want strike 15 minutes hours everyone settled in 1230 initial strike enter trophy hallway waltz shoot toss molotov cocktail reload 1235 assault 1240 assault 1245 assault 1250 assault,Karl Pierson,1,1,34,34,32.35,70.59,8.82,2.94,0,0,0,0,0,0,2.94,0,8.82,2.94,0,5.88,2.94,0,2.94,0,0,0,23.53,0,2.94,0,0,0,11.76,0,11.76,0,11.76,0,5.88,0,0,5.88,0,0,0,0,0,0,0,0,0,2.94,0,0,0,2.94,20.59,2.94,2.94,14.71,0,2.94,2.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-01-01,life sucks age 12,William Atchison,1,1,4,4,0,100,0,0,0,0,0,0,0,0,0,0,25,0,0,25,0,0,0,0,0,0,25,25,0,0,0,0,25,0,25,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,25,0,0,25,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
